Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
Kamaitachi no Yoru,SNES,1994.0,Adventure,ChunSoft,0.0,0.0,0.81,0.81
Patapon,PSP,2007.0,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.81
Tales of Destiny II,PS,2000.0,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.81
Super Bomberman 2,SNES,1994.0,Puzzle,Hudson Soft,0.0,0.0,0.81,0.81
NASCAR 2001,PS,2000.0,Racing,Electronic Arts,0.45,0.31,0.0,0.81
EA Sports Active NFL Training Camp,Wii,2010.0,Sports,Electronic Arts,0.77,0.0,0.0,0.81
The Legend of Zelda: Four Swords Adventures,GC,2004.0,Action,Nintendo,0.63,0.16,0.0,0.81
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.76,0.81
Guitar Hero Live,PS4,2015.0,Misc,Activision,0.32,0.35,0.0,0.81
Valkyrie Profile,PS,1999.0,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.81
Final Fantasy Type-0,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.81,0.81
Pro Evolution Soccer 2010,X360,2009.0,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.81
Army Men: Sarge's Heroes,N64,1999.0,Action,3DO,0.68,0.12,0.0,0.81
Mega Man,NES,1987.0,Platform,Capcom,0.45,0.08,0.27,0.81
Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,Ubisoft,0.4,0.31,0.0,0.81
Lego Batman 3: Beyond Gotham,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.35,0.0,0.81
EarthBound,SNES,1994.0,Role-Playing,Nintendo,0.0,0.0,0.81,0.81
DiRT 2,X360,2009.0,Racing,Codemasters,0.32,0.4,0.0,0.81
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012.0,Puzzle,Level 5,0.2,0.26,0.3,0.81
The Next Tetris,PS,1998.0,Puzzle,Atari,0.45,0.31,0.0,0.81
Dying Light,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.81
NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,0.75,0.0,0.0,0.81
Ben 10: Alien Force,Wii,2008.0,Action,Koch Media,0.52,0.21,0.0,0.81
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.75,0.81
Final Fantasy XI: Wings of the Goddess,PS2,2007.0,Role-Playing,Square Enix,0.35,0.27,0.09,0.81
The Sims 2,PS2,2005.0,Simulation,Electronic Arts,0.67,0.03,0.0,0.81
Guitar Hero: Metallica,X360,2009.0,Misc,Activision,0.52,0.21,0.0,0.81
NCAA Football 14,PS3,2013.0,Sports,Electronic Arts,0.75,0.0,0.0,0.8
MadWorld,Wii,2009.0,Action,Sega,0.46,0.25,0.02,0.8
Fight Night Champion,X360,2011.0,Fighting,Electronic Arts,0.4,0.33,0.0,0.8
Who wants to be a millionaire,PS,2000.0,Misc,Eidos Interactive,0.45,0.3,0.0,0.8
Yakuza,PS2,2005.0,Action,Sega,0.03,0.02,0.74,0.8
Star Wars Rogue Squadron III: Rebel Strike,GC,2003.0,Simulation,LucasArts,0.62,0.16,0.0,0.8
ABBA: You Can Dance,Wii,2011.0,Misc,Ubisoft,0.19,0.5,0.0,0.8
Moto Racer,PS,1997.0,Racing,Electronic Arts,0.45,0.3,0.0,0.8
Hitman: Contracts,PS2,2004.0,Shooter,Eidos Interactive,0.39,0.31,0.0,0.8
The Sims 2: Pets,PSP,2006.0,Simulation,Electronic Arts,0.19,0.39,0.0,0.8
Final Fantasy Anthology,PS,1999.0,Role-Playing,Square EA,0.45,0.3,0.0,0.8
Aliens: Colonial Marines,X360,2013.0,Shooter,Sega,0.36,0.37,0.0,0.8
Pro Evolution Soccer 2010,PSP,2009.0,Sports,Konami Digital Entertainment,0.09,0.33,0.2,0.8
[Prototype 2],X360,2012.0,Action,Activision,0.48,0.25,0.0,0.8
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010.0,Racing,Sega,0.37,0.35,0.0,0.8
Goldeneye 007: Reloaded,PS3,2011.0,Shooter,Activision,0.33,0.35,0.0,0.8
NBA 2K16,PS3,2015.0,Sports,Take-Two Interactive,0.44,0.19,0.03,0.8
All Star Cheer Squad,Wii,2008.0,Sports,THQ,0.43,0.29,0.0,0.8
The Sims 2: Castaway,PSP,2007.0,Simulation,Electronic Arts,0.08,0.46,0.0,0.8
Prince of Persia: Warrior Within,XB,2004.0,Action,Ubisoft,0.48,0.28,0.0,0.8
Dragon's Dogma,X360,2012.0,Role-Playing,Capcom,0.42,0.24,0.07,0.8
Darksiders II,X360,2012.0,Action,THQ,0.45,0.28,0.0,0.8
Resident Evil: Revelations,PS3,2013.0,Action,Capcom,0.14,0.32,0.22,0.8
Rayman Raving Rabbids 2,DS,2007.0,Misc,Ubisoft,0.73,0.01,0.0,0.8
Super Robot Taisen α,PS,2000.0,Strategy,Banpresto,0.0,0.0,0.75,0.8
Need for Speed: Hot Pursuit 2,GC,2002.0,Racing,Electronic Arts,0.68,0.09,0.0,0.8
Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts,0.54,0.19,0.0,0.8
Band Hero,X360,2009.0,Misc,Activision,0.51,0.22,0.0,0.8
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013.0,Sports,Nintendo,0.39,0.22,0.13,0.8
Tales of Destiny 2,PS2,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.8,0.8
Capcom's Soccer Shootout,SNES,1993.0,Sports,Nintendo,0.0,0.0,0.8,0.8
Sniper: Ghost Warrior,PS3,2011.0,Shooter,City Interactive,0.26,0.36,0.04,0.8
The Godfather II,X360,2009.0,Action,Electronic Arts,0.47,0.24,0.01,0.79
pro evolution soccer 2011,PSP,2010.0,Sports,Konami Digital Entertainment,0.05,0.3,0.29,0.79
Alien,2600,1981.0,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.79
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006.0,Fighting,Atari,0.66,0.02,0.0,0.79
The Walking Dead: Season One,PS3,2012.0,Adventure,Avanquest Software,0.4,0.25,0.03,0.79
Rayman Origins,X360,2011.0,Platform,Ubisoft,0.38,0.34,0.0,0.79
Guitar Hero: Aerosmith,PS2,2008.0,Misc,Activision,0.61,0.0,0.0,0.79
Ridge Racer,PS,1994.0,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.79
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007.0,Role-Playing,Square Enix,0.42,0.03,0.3,0.79
Harvest Moon: A Wonderful Life,GC,2003.0,Role-Playing,Ubisoft,0.61,0.16,0.0,0.79
Momotarou Dentetsu 7,PS,1997.0,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.79
Invizimals,PSP,2009.0,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.79
Motocross Mania,PS,2001.0,Racing,Take-Two Interactive,0.44,0.3,0.0,0.79
Tiger Woods PGA Tour 10,PS3,2009.0,Sports,Electronic Arts,0.42,0.25,0.0,0.79
Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,LucasArts,0.62,0.11,0.0,0.79
WCW Mayhem,N64,1999.0,Fighting,Electronic Arts,0.63,0.15,0.0,0.79
Mega Man 5,NES,1992.0,Platform,Capcom,0.39,0.07,0.32,0.79
Star Ocean: The Last Hope,X360,2009.0,Role-Playing,Square Enix,0.32,0.2,0.21,0.79
Dance Dance Revolution SuperNOVA 2,PS2,2007.0,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.79
Armored Core 2,PS2,2000.0,Simulation,Ubisoft,0.28,0.22,0.23,0.79
Dragon Quest Monsters 2,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.79,0.79
Ghost Squad,Wii,2007.0,Shooter,Sega,0.42,0.21,0.08,0.79
Dead Island: Riptide,X360,2013.0,Action,Deep Silver,0.44,0.27,0.01,0.79
Drawn to Life,DS,2007.0,Action,THQ,0.71,0.02,0.0,0.79
Major League Baseball Featuring Ken Griffey Jr,N64,1998.0,Sports,Nintendo,0.75,0.03,0.0,0.79
FIFA 12,Wii,2011.0,Sports,Electronic Arts,0.16,0.52,0.0,0.79
Too Human,X360,2008.0,Role-Playing,Microsoft Game Studios,0.38,0.3,0.03,0.79
Sid Meier's Civilization Revolution,PS3,2008.0,Strategy,Take-Two Interactive,0.49,0.19,0.01,0.79
NCAA Football 08,PS2,2007.0,Sports,Electronic Arts,0.65,0.03,0.0,0.79
FIFA Soccer 2004,XB,2003.0,Sports,Electronic Arts,0.24,0.49,0.0,0.79
Personal Trainer: Walking,DS,2008.0,Sports,Nintendo,0.22,0.32,0.17,0.79
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.43,0.27,0.01,0.79
PokePark 2: Wonders Beyond,Wii,2011.0,Action,Nintendo,0.27,0.2,0.27,0.79
Professor Layton and the Azran Legacy,3DS,2013.0,Puzzle,Nintendo,0.0,0.48,0.25,0.78
Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,Ubisoft,0.67,0.05,0.01,0.78
Yars' Revenge,2600,1982.0,Shooter,Atari,0.73,0.04,0.0,0.78
Lips,X360,2008.0,Misc,Microsoft Game Studios,0.12,0.56,0.0,0.78
Secret Agent Barbie: Royal Jewels Mission,GBA,2002.0,Platform,Vivendi Games,0.56,0.21,0.0,0.78
Metroid Prime Hunters,DS,2006.0,Shooter,Nintendo,0.58,0.04,0.11,0.78
The 7th Guest,PC,1992.0,Adventure,Virgin Interactive,0.01,0.77,0.0,0.78
Doom,PS,1994.0,Shooter,Infogrames,0.43,0.3,0.0,0.78
Buzz! The Hollywood Quiz,PS2,2007.0,Misc,Sony Computer Entertainment,0.17,0.0,0.0,0.78
Puzzler World,DS,2009.0,Puzzle,Ubisoft,0.41,0.3,0.0,0.78
My Little Pony: Pinkie Pie's Party,DS,2008.0,Adventure,THQ,0.72,0.0,0.0,0.78
We Sing,Wii,2009.0,Misc,Nordic Games,0.0,0.69,0.0,0.78
Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,Capcom,0.43,0.3,0.0,0.78
God of War Saga,PS3,2012.0,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.78
Battle Stations,PS,1997.0,Strategy,Electronic Arts,0.43,0.29,0.0,0.78
Tetris Party Deluxe,DS,2010.0,Puzzle,Nintendo,0.29,0.3,0.12,0.78
Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.78
Worms: Open Warfare,PSP,2006.0,Strategy,THQ,0.11,0.43,0.0,0.78
Star Wars Battlefront: Elite Squadron,PSP,2009.0,Shooter,LucasArts,0.38,0.24,0.0,0.78
UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,0.53,0.19,0.0,0.78
Resident Evil: Operation Raccoon City,X360,2012.0,Action,Capcom,0.55,0.15,0.03,0.78
NBA 2K7,PS2,2006.0,Sports,Take-Two Interactive,0.65,0.02,0.0,0.78
Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,0.24,0.33,0.01,0.78
Toy Story 3: The Video Game,X360,2010.0,Action,Disney Interactive Studios,0.41,0.29,0.0,0.78
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993.0,Role-Playing,ChunSoft,0.0,0.0,0.78,0.78
Jr. Pac-Man,2600,1983.0,Puzzle,Atari,0.72,0.05,0.0,0.78
James Bond 007: Nightfire,GC,2002.0,Shooter,Electronic Arts,0.6,0.16,0.0,0.78
Banjo-Kazooie: Nuts & Bolts,X360,2008.0,Platform,Microsoft Game Studios,0.32,0.36,0.0,0.78
NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.78
Avatar: The Game,X360,2009.0,Action,Ubisoft,0.34,0.35,0.0,0.78
Harry Potter and the Half-Blood Prince,Wii,2009.0,Action,Electronic Arts,0.28,0.4,0.0,0.77
DJ Hero,Wii,2009.0,Misc,Activision,0.47,0.23,0.0,0.77
Perfect Dark Zero,X360,2005.0,Shooter,Microsoft Game Studios,0.66,0.02,0.03,0.77
Galaxian,2600,1982.0,Shooter,Atari,0.72,0.05,0.0,0.77
Andretti Racing,PS,1996.0,Racing,Electronic Arts,0.43,0.29,0.0,0.77
Caesars Palace 2000: Millennium Gold Edition,PS,2000.0,Misc,Interplay,0.43,0.29,0.0,0.77
Madden NFL 25,XOne,2013.0,Sports,Electronic Arts,0.67,0.05,0.0,0.77
Air Raid,2600,1981.0,Action,Men-A-Vision,0.72,0.04,0.0,0.77
Need For Speed: Undercover,PSP,2008.0,Racing,Electronic Arts,0.23,0.32,0.03,0.77
Duke Nukem Forever,PS3,2011.0,Shooter,Take-Two Interactive,0.33,0.31,0.0,0.77
Freedom Wars,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.22,0.14,0.32,0.77
Marvel Nemesis: Rise of the Imperfects,PS2,2005.0,Fighting,Electronic Arts,0.64,0.02,0.0,0.77
Boxing,2600,1980.0,Fighting,Activision,0.72,0.04,0.0,0.77
Need for Speed: Porsche Unleashed,PS,1999.0,Racing,Electronic Arts,0.43,0.29,0.0,0.77
Dragon Ball: Raging Blast,PS3,2009.0,Fighting,Namco Bandai Games,0.37,0.19,0.11,0.77
Crystal Castles,2600,1983.0,Action,Atari,0.72,0.04,0.0,0.77
Conker's Bad Fur Day,N64,2001.0,Platform,THQ,0.53,0.22,0.0,0.77
Dragon Warrior I&II,GB,1999.0,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.77
Star Wars Episode II: Attack of the Clones,GBA,2002.0,Action,THQ,0.55,0.2,0.0,0.77
My Baby Girl,DS,2008.0,Simulation,Nobilis,0.61,0.1,0.0,0.77
LEGO Batman 2: DC Super Heroes,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.43,0.27,0.0,0.77
Twisted Metal: Head On,PSP,2005.0,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.77
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003.0,Shooter,SCi,0.38,0.29,0.0,0.77
Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,0.38,0.29,0.0,0.77
Pokemon Dash,DS,2004.0,Racing,Nintendo,0.21,0.14,0.38,0.77
Donkey Kong Country 3,GBA,2005.0,Platform,Nintendo,0.45,0.17,0.14,0.77
All-Star Baseball 2003,PS2,2002.0,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.77
Unlimited Saga,PS2,2002.0,Role-Playing,Atari,0.1,0.08,0.56,0.77
Cabela's Deer Hunt: 2004 Season,PS2,2003.0,Sports,Activision Value,0.37,0.29,0.0,0.76
Sonic Unleashed,PS2,2008.0,Platform,Sega,0.37,0.04,0.0,0.76
Formula 1,PS,1996.0,Racing,Psygnosis,0.18,0.12,0.42,0.76
Plants vs. Zombies: Garden Warfare,PS3,2014.0,Shooter,Electronic Arts,0.22,0.4,0.01,0.76
Raving Rabbids: Travel in Time,Wii,2010.0,Adventure,Ubisoft,0.22,0.47,0.0,0.76
The Sims 3,3DS,2011.0,Simulation,Electronic Arts,0.3,0.37,0.03,0.76
Driv3r,XB,2004.0,Racing,Atari,0.36,0.38,0.0,0.76
Mercenaries: Playground of Destruction,PS2,2005.0,Action,LucasArts,0.64,0.02,0.0,0.76
MTV Celebrity Deathmatch,PS2,2003.0,Fighting,Gotham Games,0.37,0.29,0.0,0.76
Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,Virgin Interactive,0.17,0.11,0.43,0.76
Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.47,0.18,0.0,0.76
ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.76
Lost Planet 2,X360,2010.0,Shooter,Capcom,0.38,0.24,0.08,0.76
SoulCalibur V,PS3,2012.0,Fighting,Namco Bandai Games,0.35,0.24,0.07,0.76
Portal 2,PC,2011.0,Shooter,Valve Software,0.33,0.32,0.0,0.76
Super Monkey Ball: Touch & Roll,DS,2005.0,Misc,Sega,0.7,0.01,0.0,0.76
Pro Evolution Soccer 2015,PS4,2014.0,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.76
Drawn to Life: The Next Chapter,Wii,2009.0,Puzzle,THQ,0.29,0.39,0.0,0.76
The Lord of the Rings: Conquest,PS3,2009.0,Action,Electronic Arts,0.38,0.26,0.0,0.76
Final Fantasy II,NES,1988.0,Role-Playing,SquareSoft,0.0,0.0,0.76,0.76
Tony Hawk's Pro Skater 2,N64,2001.0,Sports,Activision,0.59,0.16,0.0,0.76
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002.0,Misc,Namco Bandai Games,0.0,0.0,0.76,0.76
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,Capcom,0.09,0.03,0.62,0.76
Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.76
FIFA Soccer 11,PS2,2010.0,Sports,Electronic Arts,0.11,0.29,0.0,0.76
Deer Drive,Wii,2009.0,Sports,Big Ben Interactive,0.67,0.04,0.0,0.76
Kane & Lynch: Dead Men,X360,2007.0,Shooter,Eidos Interactive,0.36,0.31,0.01,0.76
Assassin's Creed: Revelations,PC,2011.0,Action,Ubisoft,0.14,0.48,0.0,0.76
Mortal Kombat: Deception,XB,2004.0,Fighting,Midway Games,0.61,0.12,0.0,0.76
Ace Attorney Investigations: Miles Edgeworth,DS,2009.0,Adventure,Capcom,0.27,0.15,0.3,0.76
That's So Raven,GBA,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.76
FIFA 15,Wii,2014.0,Sports,Electronic Arts,0.24,0.46,0.0,0.76
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002.0,Fighting,Capcom,0.31,0.24,0.13,0.76
Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.16,0.38,0.01,0.76
Kane & Lynch: Dead Men,PS3,2007.0,Shooter,Eidos Interactive,0.29,0.32,0.01,0.76
Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.76
True Crime: New York City,PS2,2005.0,Action,Activision,0.57,0.02,0.07,0.76
Legends of Wrestling,PS2,2001.0,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.76
Rockstar Games presents Table Tennis,X360,2006.0,Sports,Take-Two Interactive,0.28,0.39,0.0,0.76
Monopoly Streets,Wii,2010.0,Misc,Electronic Arts,0.24,0.44,0.0,0.76
Genji: Days of the Blade,PS3,2006.0,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.76
Harvest Moon: Animal Parade,Wii,2008.0,Simulation,Rising Star Games,0.6,0.09,0.02,0.76
Final Fantasy Legend III,GB,1991.0,Role-Playing,SquareSoft,0.0,0.0,0.76,0.76
Total War: Rome II,PC,2013.0,Strategy,Sega,0.12,0.53,0.0,0.76
Rare Replay,XOne,2015.0,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.75
Spectrobes,DS,2007.0,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.75
Wall-E,PS2,2008.0,Platform,THQ,0.21,0.0,0.0,0.75
WWE SmackDown vs. Raw 2009,PSP,2008.0,Fighting,THQ,0.41,0.21,0.0,0.75
Band Hero,PS3,2009.0,Misc,Activision,0.41,0.24,0.0,0.75
Mega Man X5,PS,2000.0,Platform,Capcom,0.3,0.21,0.2,0.75
Tearaway,PSV,2013.0,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.75
DJ Hero 2,PS3,2010.0,Misc,Activision,0.47,0.19,0.0,0.75
The Godfather II,PS3,2009.0,Action,Electronic Arts,0.41,0.22,0.01,0.75
WWE SmackDown vs. Raw 2010,Wii,2009.0,Fighting,THQ,0.51,0.17,0.0,0.75
Turok,X360,2008.0,Action,Touchstone,0.46,0.21,0.01,0.75
[Prototype 2],PS3,2012.0,Action,Activision,0.36,0.28,0.0,0.75
Shark Tale,PS2,2004.0,Action,Activision,0.37,0.29,0.0,0.75
San Francisco Rush: Extreme Racing,N64,1997.0,Racing,GT Interactive,0.63,0.11,0.0,0.75
The Amazing Spider-Man (Console Version),X360,2012.0,Action,Activision,0.43,0.26,0.0,0.75
Zone of the Enders,PS2,2001.0,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.75
Red Faction: Guerrilla,PS3,2009.0,Shooter,THQ,0.33,0.28,0.02,0.75
Street Fighter EX Plus Alpha,PS,1997.0,Fighting,Virgin Interactive,0.28,0.19,0.23,0.75
Madden NFL 06,PSP,2005.0,Sports,Electronic Arts,0.69,0.0,0.0,0.75
Coded Arms,PSP,2005.0,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.75
Tony Hawk's Underground 2,XB,2004.0,Sports,Activision,0.48,0.24,0.0,0.75
Tales of Vesperia,X360,2008.0,Role-Playing,Atari,0.32,0.18,0.19,0.75
X-Men Origins: Wolverine - Uncaged Edition,PS3,2009.0,Action,Activision,0.31,0.32,0.0,0.75
Madagascar: Escape 2 Africa,DS,2008.0,Action,Activision,0.42,0.26,0.0,0.75
Split/Second,PS3,2010.0,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.75
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,Capcom,0.22,0.17,0.3,0.75
MVP 06 NCAA Baseball,PS2,2006.0,Sports,Electronic Arts,0.62,0.02,0.0,0.75
Just Dance 2015,WiiU,2014.0,Misc,Ubisoft,0.4,0.28,0.0,0.75
Borderlands: The Pre-Sequel,X360,2014.0,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.75
LittleBigPlanet 3,PS3,2014.0,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.75
Marvel: Ultimate Alliance 2,PS3,2009.0,Role-Playing,Activision,0.49,0.16,0.0,0.75
Sega Superstars Tennis,DS,2008.0,Sports,Sega,0.29,0.37,0.0,0.75
The Walking Dead: Season One,X360,2012.0,Adventure,Avanquest Software,0.55,0.14,0.0,0.75
Ace Combat: Assault Horizon,PS3,2011.0,Action,Namco Bandai Games,0.3,0.16,0.22,0.74
Jump Ultimate Stars,DS,2006.0,Fighting,Nintendo,0.0,0.0,0.74,0.74
Jampack Summer 2001,PS2,2001.0,Misc,Sony Computer Entertainment,0.36,0.28,0.0,0.74
Resonance of Fate,PS3,2010.0,Role-Playing,Sega,0.2,0.22,0.24,0.74
Burnout,PS2,2001.0,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.74
Tom Clancy's Rainbow Six: Vegas,PSP,2007.0,Shooter,Ubisoft,0.42,0.19,0.0,0.74
Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.36,0.3,0.02,0.74
LEGO Batman 2: DC Super Heroes,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.74
Mortal Kombat: Unchained,PSP,2006.0,Fighting,Midway Games,0.67,0.01,0.0,0.74
Mario & Luigi: Paper Jam,3DS,2015.0,Role-Playing,Nintendo,0.16,0.3,0.25,0.74
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001.0,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.74
Brink,PS3,2011.0,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.74
LEGO Marvel Super Heroes,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.74
Blur,PS3,2010.0,Racing,Activision,0.22,0.37,0.02,0.74
Namco Museum Remix,Wii,2007.0,Misc,Atari,0.68,0.0,0.0,0.74
Midnight Club 3: DUB Edition,XB,2005.0,Racing,Take-Two Interactive,0.61,0.1,0.0,0.74
Crysis 2,PC,2011.0,Action,Electronic Arts,0.16,0.45,0.0,0.74
The Lord of the Rings: The Two Towers,GBA,2002.0,Action,Electronic Arts,0.53,0.2,0.0,0.74
Tiger Woods PGA Tour 2001,PS2,2001.0,Sports,Electronic Arts,0.36,0.28,0.0,0.74
Indiana Jones and the Staff of Kings,Wii,2009.0,Action,Activision,0.36,0.3,0.0,0.74
Jet Moto 3,PS,1999.0,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.74
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012.0,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.74
Unreal Championship,XB,2002.0,Shooter,Atari,0.59,0.12,0.0,0.74
Pirates of the Caribbean: At World's End,PS3,2007.0,Action,Disney Interactive Studios,0.17,0.41,0.0,0.74
Tiger Woods PGA Tour 08,PS3,2007.0,Sports,Electronic Arts,0.22,0.38,0.0,0.74
Persona 4: Arena,PS3,2012.0,Fighting,Atlus,0.3,0.12,0.24,0.74
Sword of Mana,GBA,2003.0,Role-Playing,Nintendo,0.31,0.11,0.3,0.74
Harvest Moon DS: Island of Happiness,DS,2007.0,Simulation,Rising Star Games,0.44,0.01,0.25,0.74
Star Ocean: The Last Hope International,PS3,2010.0,Role-Playing,Square Enix,0.28,0.16,0.22,0.73
The Sims 2: Castaway,DS,2007.0,Simulation,Electronic Arts,0.63,0.05,0.0,0.73
FIFA: Road to World Cup 98,PS,1997.0,Sports,Electronic Arts,0.14,0.09,0.46,0.73
Dragon Ball Z: Ultime Menace,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,0.73,0.73
Classic NES Series: Donkey Kong,GBA,2004.0,Platform,Nintendo,0.4,0.15,0.17,0.73
Call of Duty: Ghosts,PC,2013.0,Shooter,Activision,0.23,0.41,0.0,0.73
Yoshi,GB,1991.0,Puzzle,Nintendo,0.0,0.0,0.73,0.73
Mortal Kombat 4,N64,1998.0,Fighting,GT Interactive,0.55,0.17,0.0,0.73
F1 2011,X360,2011.0,Racing,Codemasters,0.11,0.51,0.01,0.73
Madden NFL 10,Wii,2009.0,Sports,Electronic Arts,0.63,0.04,0.0,0.73
Kirby: Canvas Curse,DS,2005.0,Platform,Nintendo,0.37,0.0,0.32,0.73
Croc 2,PS,1999.0,Platform,Fox Interactive,0.41,0.28,0.0,0.73
Practise English!,DS,2007.0,Misc,Nintendo,0.0,0.0,0.73,0.73
Oddworld: Munch's Oddysee,XB,2001.0,Platform,Atari,0.54,0.16,0.0,0.73
Berzerk,2600,1981.0,Shooter,Atari,0.68,0.04,0.0,0.73
NHL 11,X360,2010.0,Sports,Electronic Arts,0.61,0.07,0.0,0.73
Dragon Age: Inquisition,PC,2014.0,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.73
iCarly,DS,2009.0,Adventure,Activision,0.67,0.01,0.0,0.73
DiRT 3,X360,2011.0,Racing,Codemasters,0.23,0.41,0.01,0.73
NCAA Football 07,X360,2006.0,Sports,Electronic Arts,0.67,0.0,0.0,0.73
Just Dance Wii,Wii,2011.0,Misc,Nintendo,0.0,0.0,0.73,0.73
Full Spectrum Warrior,XB,2004.0,Strategy,THQ,0.54,0.16,0.0,0.73
Katamari Damacy,PS2,2004.0,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.73
Beyblade VForce: Ultimate Blader Jam,GBA,2003.0,Action,Atari,0.52,0.19,0.0,0.73
Ratchet & Clank Collection,PS3,2012.0,Action,Sony Computer Entertainment,0.47,0.14,0.02,0.73
Avatar: The Game,Wii,2009.0,Action,Ubisoft,0.33,0.32,0.0,0.73
Shaun Palmer's Pro Snowboarder,PS2,2001.0,Sports,Codemasters,0.36,0.28,0.0,0.73
MX vs. ATV Reflex,X360,2009.0,Racing,THQ,0.52,0.15,0.0,0.73
