Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,0.17,0.17
Dragon Quest X,3DS,2014.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.17
Payday 2,XOne,2015.0,Shooter,505 Games,0.08,0.07,0.0,0.17
25 to Life,XB,2006.0,Shooter,Eidos Interactive,0.12,0.04,0.0,0.17
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014.0,Action,Nippon Columbia,0.0,0.0,0.17,0.17
NASCAR '15,X360,2015.0,Sports,Deep Silver,0.15,0.0,0.0,0.17
TransFormers Animated: The Game,DS,2008.0,Action,Activision,0.15,0.01,0.0,0.17
Fracture,PS3,2008.0,Shooter,LucasArts,0.11,0.04,0.0,0.17
Sega Superstars,PS2,2004.0,Misc,Sega,0.08,0.06,0.0,0.17
Midway Arcade Treasures,GC,2003.0,Misc,Midway Games,0.13,0.03,0.0,0.17
Leisure Suit Larry: Magna Cum Laude,XB,2004.0,Adventure,Vivendi Games,0.12,0.04,0.0,0.17
Mousetrap / Operation / Simon,GBA,2005.0,Misc,DSI Games,0.12,0.04,0.0,0.17
Klonoa,Wii,2008.0,Platform,Namco Bandai Games,0.11,0.02,0.03,0.17
NBA 09: The Inside,PS2,2008.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.17
Spyro: Shadow Legacy,DS,2005.0,Action,Vivendi Games,0.14,0.01,0.0,0.17
Resident Evil,SAT,1997.0,Action,Capcom,0.0,0.0,0.17,0.17
Wildstar,PC,2014.0,Role-Playing,NCSoft,0.08,0.07,0.0,0.17
Dragon Ball: Fusions,3DS,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.17
Apache: Air Assault,X360,2010.0,Simulation,Activision,0.12,0.04,0.0,0.17
TOEIC Test Training DS,DS,2007.0,Misc,IE Institute,0.0,0.0,0.17,0.17
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.17
Senran Kagura: Estival Versus,PS4,2015.0,Action,Marvelous Interactive,0.07,0.0,0.08,0.17
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997.0,Sports,Nintendo,0.0,0.0,0.17,0.17
Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.17
The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.17
Anarchy Reigns,X360,2012.0,Action,Sega,0.11,0.02,0.02,0.17
FlatOut,XB,2004.0,Racing,Empire Interactive,0.12,0.04,0.0,0.17
Project X Zone 2: Brave New World,3DS,2015.0,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.17
NCAA Basketball 09,PS3,2008.0,Sports,Electronic Arts,0.15,0.0,0.0,0.17
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010.0,Action,Activision,0.14,0.01,0.0,0.17
Mr. Do!'s Castle,2600,1983.0,Action,Parker Bros.,0.15,0.01,0.0,0.17
Death Trap,2600,1982.0,Action,Avalon Interactive,0.15,0.01,0.0,0.17
Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.15,0.01,0.0,0.17
Parodius,SAT,1995.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.16,0.17
Thrillville: Off the Rails,X360,2007.0,Strategy,LucasArts,0.13,0.02,0.0,0.16
Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.16
Taz Wanted,PS2,2002.0,Platform,Atari,0.08,0.06,0.0,0.16
Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.16,0.16
Sid Meier's Pirates!,Wii,2010.0,Strategy,Take-Two Interactive,0.13,0.02,0.0,0.16
MLB 16: The Show,PS3,2016.0,Action,Sony Computer Entertainment,0.13,0.0,0.0,0.16
Phantasy Star Online 2,PSV,2013.0,Role-Playing,Sega,0.0,0.0,0.16,0.16
Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,Atari,0.08,0.06,0.0,0.16
PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.16
Star Wars: Super Bombad Racing,PS2,2001.0,Racing,LucasArts,0.08,0.06,0.0,0.16
Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.16
Hot Wheels Velocity X,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.16
Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.16
Chaotic: Shadow Warriors,PS3,2009.0,Action,Activision,0.15,0.0,0.0,0.16
Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,Codemasters,0.14,0.01,0.0,0.16
Alien Resurrection,PS,2000.0,Shooter,Fox Interactive,0.09,0.06,0.0,0.16
World Tour Soccer 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.16
Dungeon Siege: Throne of Agony,PSP,2006.0,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.16
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008.0,Action,Activision,0.12,0.02,0.0,0.16
F1 2011,3DS,2011.0,Racing,Codemasters,0.07,0.08,0.0,0.16
Rio,DS,2011.0,Misc,THQ,0.12,0.03,0.0,0.16
Gunslingers,Wii,2010.0,Shooter,Neko Entertainment,0.08,0.06,0.0,0.16
Create,PS3,2010.0,Action,Electronic Arts,0.11,0.03,0.0,0.16
Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.12,0.0,0.03,0.16
El Shaddai: Ascension of the Metatron,X360,2011.0,Action,Ignition Entertainment,0.07,0.05,0.03,0.16
ESPN College Hoops,PS2,2003.0,Sports,Sega,0.08,0.06,0.0,0.16
Thor: God of Thunder,Wii,2011.0,Action,Sega,0.11,0.04,0.0,0.16
F1 Championship Season 2000,PS2,2000.0,Racing,Electronic Arts,0.06,0.05,0.03,0.16
Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.16
Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.16
Clash of the Titans,X360,2010.0,Action,Namco Bandai Games,0.08,0.06,0.0,0.16
Around the World in 80 Days,DS,2010.0,Action,PlayV,0.0,0.14,0.0,0.16
Robotech: Battlecry,GC,2002.0,Shooter,TDK Mediactive,0.13,0.03,0.0,0.16
True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.16
Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.16
Bomberman Land,PS,2000.0,Misc,Hudson Soft,0.0,0.0,0.15,0.16
Paws & Claws: Pet Resort,GBA,2006.0,Simulation,THQ,0.12,0.04,0.0,0.16
Kya: Dark Lineage,PS2,2003.0,Adventure,Atari,0.08,0.06,0.0,0.16
Dynasty Warriors 8: Xtreme Legends,PS3,2013.0,Action,Tecmo Koei,0.02,0.03,0.11,0.16
Curious George,GBA,2006.0,Action,Namco Bandai Games,0.12,0.04,0.0,0.16
Monster Jam,Wii,2007.0,Racing,Activision,0.15,0.0,0.0,0.16
Medieval Games,Wii,2009.0,Action,Vir2L Studios,0.14,0.01,0.0,0.16
The Amazing Spider-Man (Console Version),Wii,2012.0,Action,Activision,0.11,0.04,0.0,0.16
Kid Adventures: Sky Captain,Wii,2010.0,Action,Unknown,0.11,0.04,0.0,0.16
Lethal Skies II,PS2,2003.0,Simulation,Sammy Corporation,0.08,0.06,0.0,0.16
Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.16
Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006.0,Action,Disney Interactive Studios,0.15,0.0,0.0,0.16
Godzilla Unleashed,Wii,2007.0,Fighting,Atari,0.15,0.0,0.0,0.16
Kamaitachi no Yoru × 3,PS2,2006.0,Adventure,Sega,0.0,0.0,0.16,0.16
Tom and Jerry: Infurnal Escape,GBA,2003.0,Action,Ubisoft,0.12,0.04,0.0,0.16
The Legend of Heroes VII: The Trail of Zero,PSP,2010.0,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.16
Warriors Orochi 3,X360,2011.0,Action,Ubisoft Annecy,0.09,0.03,0.03,0.16
King's Field,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.16
Hannah Montana: Rock Out the Show,PSP,2009.0,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.16
Let's Ride: Sunshine Stables,GBA,2005.0,Sports,DTP Entertainment,0.12,0.04,0.0,0.16
World Stadium 4,PS,2000.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.16
Midway Arcade Treasures 2,GC,2004.0,Misc,Midway Games,0.13,0.03,0.0,0.16
Hot Wheels World Race,GC,2003.0,Racing,THQ,0.13,0.03,0.0,0.16
San Goku Shi Taisen DS,DS,2007.0,Strategy,Sega,0.0,0.0,0.16,0.16
Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0.0,0.0,0.15,0.16
N2O: Nitrous Oxide,PS,1998.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.16
Magic: The Gathering - Battlegrounds,XB,2003.0,Strategy,Atari,0.12,0.03,0.0,0.16
Heroes over Europe,PS3,2009.0,Simulation,Ubisoft,0.12,0.02,0.0,0.16
Dancing With The Stars,PS2,2007.0,Misc,Activision,0.08,0.06,0.0,0.16
Major League Baseball 2K12,Wii,2012.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.16
Pro Evolution Soccer 2015,X360,2014.0,Sports,Konami Digital Entertainment,0.05,0.1,0.0,0.16
Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.07,0.04,0.03,0.16
Otogirisou,SNES,1992.0,Adventure,ChunSoft,0.0,0.0,0.16,0.16
SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.16
Crash Tag Team Racing,GC,2005.0,Racing,Vivendi Games,0.12,0.03,0.0,0.16
Grease Dance,X360,2011.0,Misc,505 Games,0.11,0.03,0.0,0.16
Ready 2 Rumble Revolution,Wii,2009.0,Sports,Atari,0.15,0.0,0.0,0.16
My Baby 3 & Friends,DS,2010.0,Simulation,Majesco Entertainment,0.13,0.02,0.0,0.16
NASCAR '14,X360,2014.0,Racing,Deep Silver,0.15,0.0,0.0,0.16
TimeSplitters: Future Perfect,XB,2005.0,Shooter,Electronic Arts,0.12,0.03,0.0,0.16
Midway Arcade Treasures 3,PS2,2005.0,Misc,Midway Games,0.08,0.06,0.0,0.16
Dr. Muto,PS2,2002.0,Platform,Midway Games,0.08,0.06,0.0,0.16
Beowulf: The Game,PS3,2007.0,Action,Ubisoft,0.14,0.01,0.0,0.16
Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.15,0.0,0.0,0.16
DS Rakubiki Jiten,DS,2005.0,Misc,Nintendo,0.0,0.0,0.16,0.16
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005.0,Adventure,Activision,0.08,0.06,0.0,0.16
Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,Ubisoft,0.08,0.06,0.0,0.16
Angry Birds Trilogy,PS3,2012.0,Action,Activision,0.12,0.02,0.0,0.16
Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.16
Shadow Man: 2econd Coming,PS2,2002.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.16
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.16
NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,Activision Value,0.15,0.0,0.0,0.16
Dynasty Warriors 4,XB,2003.0,Action,Tecmo Koei,0.12,0.03,0.0,0.16
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,Sports,Activision,0.08,0.06,0.0,0.16
The Incredibles: Rise of the Underminer,GC,2005.0,Action,THQ,0.12,0.03,0.0,0.16
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.16
The BIGS,PS3,2007.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.16
Flushed Away,GC,2006.0,Platform,D3Publisher,0.12,0.03,0.0,0.16
Eragon,DS,2006.0,Action,Vivendi Games,0.13,0.02,0.0,0.16
Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,Vivendi Games,0.15,0.0,0.0,0.16
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005.0,Role-Playing,Banpresto,0.0,0.0,0.16,0.16
Pro Yaky? Spirits 3,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.16
Silent Scope 3,PS2,2002.0,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.16
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006.0,Misc,Activision,0.15,0.0,0.0,0.16
NASCAR Heat 2002,GBA,2002.0,Racing,Infogrames,0.12,0.04,0.0,0.16
Namco Classic Fighter Collection,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.16
International Superstar Soccer Deluxe,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.16
TNA iMPACT!,Wii,2008.0,Fighting,Midway Games,0.14,0.01,0.0,0.16
Intellivision Lives!,PS2,2003.0,Misc,Play It,0.08,0.06,0.0,0.16
Field Commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.16
Robots,GC,2005.0,Action,Vivendi Games,0.12,0.03,0.0,0.16
Little League World Series Baseball 2009,Wii,2009.0,Sports,Activision,0.15,0.0,0.0,0.16
The King of Fighters XII,PS3,2009.0,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.16
Doctor Who: Evacuation Earth,DS,2010.0,Adventure,Asylum Entertainment,0.0,0.14,0.0,0.16
Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,0.08,0.07,0.0,0.16
Ener-G: Dance Squad,DS,2008.0,Sports,Ubisoft,0.15,0.0,0.0,0.16
Our House,DS,2009.0,Strategy,Majesco Entertainment,0.15,0.0,0.0,0.16
SimEarth: The Living Planet,SNES,1991.0,Simulation,Imagineer,0.0,0.0,0.16,0.16
Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.16
Sengoku Basara: Chronicle Heroes,PSP,2011.0,Action,Capcom,0.0,0.0,0.16,0.16
NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.16
The Wild Thornberrys: Chimp Chase,GBA,2001.0,Action,THQ,0.11,0.04,0.0,0.16
Power Stakes,PS,1997.0,Sports,Aques,0.0,0.0,0.15,0.16
Fighters Destiny,N64,1998.0,Fighting,Ocean,0.13,0.03,0.0,0.16
Asteroids Hyper 64,N64,1999.0,Shooter,Crave Entertainment,0.13,0.03,0.0,0.16
The Powerpuff Girls: Chemical X-Traction,N64,2001.0,Action,BAM! Entertainment,0.13,0.03,0.0,0.16
Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.16
Tom and Jerry in Fists of Furry,N64,2000.0,Fighting,Ubisoft,0.13,0.03,0.0,0.16
Hydro Thunder,N64,2000.0,Racing,Midway Games,0.13,0.03,0.0,0.16
Space Invaders,N64,1999.0,Shooter,Activision,0.13,0.03,0.0,0.16
Starcraft 64,N64,2000.0,Strategy,Nintendo,0.13,0.03,0.0,0.16
Destruction Derby 64,N64,1999.0,Racing,THQ,0.13,0.03,0.0,0.16
Buck Bumble,N64,1998.0,Action,Ubisoft,0.13,0.03,0.0,0.16
California Speed,N64,1999.0,Misc,Midway Games,0.13,0.03,0.0,0.16
Wonder Project J2: Koruro no Mori no Josette,N64,1996.0,Simulation,Enix Corporation,0.0,0.0,0.12,0.16
Culdcept SAGA,X360,2006.0,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.16
Take A Break's: Puzzle Master,DS,2009.0,Puzzle,Ubisoft,0.0,0.15,0.0,0.16
Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,0.05,0.02,0.08,0.16
Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,TDK Core,0.0,0.0,0.16,0.16
Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,Rising Star Games,0.08,0.03,0.03,0.16
The Crew,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.16
Macross Ace Frontier,PSP,2008.0,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.16
Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,0.08,0.06,0.0,0.16
Sherlock Holmes vs. Jack the Ripper,X360,2009.0,Adventure,Focus Home Interactive,0.11,0.04,0.0,0.16
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.16
Rapala Pro Fishing,XB,2004.0,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.16
TimeShift,PS3,2007.0,Shooter,Vivendi Games,0.14,0.01,0.0,0.16
Blitz: The League,X360,2006.0,Sports,Midway Games,0.15,0.0,0.0,0.16
Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.15,0.0,0.0,0.16
MotionSports: Adrenaline,PS3,2011.0,Sports,Ubisoft,0.08,0.06,0.0,0.16
Ener-G Horse Riders,DS,2008.0,Sports,Ubisoft,0.14,0.01,0.0,0.16
Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.16
Farming Simulator 2013,PS3,2013.0,Simulation,Focus Home Interactive,0.0,0.1,0.02,0.16
Rudolph the Red-Nosed Reindeer,Wii,2010.0,Action,Crave Entertainment,0.15,0.0,0.0,0.16
Shinobido 2: Tales of the Ninja,PSV,2011.0,Action,Sony Computer Entertainment,0.06,0.05,0.02,0.16
SpongeBob's Truth or Square,DS,2009.0,Action,THQ,0.08,0.07,0.0,0.16
Ghost in the Shell: Stand Alone Complex,PS2,2004.0,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.16
Rondo of Swords (US sales),DS,2007.0,Role-Playing,Success,0.16,0.0,0.0,0.16
Bulletstorm,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.16
Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,0.0,0.0,0.16,0.16
Shaun White Skateboarding,X360,2010.0,Sports,Ubisoft,0.1,0.05,0.0,0.16
MLB 11: The Show,PSP,2011.0,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.16
Amped 3,X360,2005.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.16
Family Party: 30 Great Games Outdoor Fun,Wii,2009.0,Misc,D3Publisher,0.14,0.01,0.0,0.16
FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,0.16
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,0.14,0.0,0.0,0.16
FIFA Soccer 96,PS,1995.0,Sports,Electronic Arts,0.09,0.06,0.0,0.16
Burger Island,DS,2008.0,Action,Destineer,0.15,0.0,0.0,0.16
Dynasty Warriors 8,X360,2013.0,Action,Tecmo Koei,0.09,0.05,0.0,0.16
NCAA Final Four 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.09,0.06,0.0,0.16
Tak and the Guardians of Gross,Wii,2008.0,Action,THQ,0.15,0.0,0.0,0.16
Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,0.13,0.02,0.0,0.16
LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,0.14,0.0,0.16
Dengeki Bunko Fighting Climax,PS3,2014.0,Fighting,Sega,0.05,0.0,0.09,0.16
J-League Jikkyou Winning Eleven 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.16
Eve: The Lost One,SAT,1998.0,Adventure,Imagineer,0.0,0.0,0.16,0.16
Chessmaster: The Art of Learning,DS,2007.0,Misc,Ubisoft,0.12,0.03,0.0,0.16
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010.0,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.16
LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.16
Konami Krazy Racers,GBA,2001.0,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.16
Saturday Night Slam Masters,SNES,1994.0,Fighting,Capcom,0.0,0.0,0.16,0.16
Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.03,0.0,0.16
F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,0.11,0.04,0.0,0.16
Racing Lagoon,PS,1999.0,Racing,Square,0.0,0.0,0.15,0.16
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,0.14,0.01,0.0,0.16
Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.16
Just Sing!,DS,2009.0,Misc,DTP Entertainment,0.14,0.01,0.0,0.16
Darksiders II,WiiU,2012.0,Action,THQ,0.07,0.07,0.0,0.16
Dragon's Lair Trilogy,Wii,2010.0,Adventure,Destineer,0.15,0.0,0.0,0.16
Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,Electronic Arts,0.1,0.04,0.0,0.16
Imagine: Ice Champions,DS,2007.0,Sports,Spike,0.15,0.0,0.0,0.16
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009.0,Sports,Sega,0.0,0.0,0.16,0.16
Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,0.15,0.0,0.0,0.16
Sniper: Ghost Warrior,PC,2010.0,Shooter,City Interactive,0.0,0.13,0.0,0.16
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007.0,Misc,505 Games,0.15,0.0,0.0,0.16
Rio,PS3,2011.0,Misc,THQ,0.04,0.09,0.0,0.16
Power Rangers Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.16
Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,0.03,0.08,0.16
Yakuza Kiwami,PS4,2016.0,Adventure,Sega,0.0,0.0,0.16,0.16
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,Syscom,0.0,0.0,0.15,0.16
"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,Aspyr,0.15,0.0,0.0,0.16
FIFA Soccer 97,PS,1996.0,Sports,Electronic Arts,0.09,0.06,0.0,0.16
Saw II: Flesh & Blood,X360,2010.0,Action,Konami Digital Entertainment,0.1,0.04,0.0,0.16
Psychic Force,PS,1996.0,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.16
Trigger Man,PS2,2004.0,Shooter,Play It,0.08,0.06,0.0,0.16
Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.16
Michael Jackson: The Experience,PSP,2010.0,Misc,Ubisoft,0.11,0.03,0.0,0.16
The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.16
StarBlade α,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.16
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.16
Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,0.12,0.03,0.0,0.16
Monster House,DS,2006.0,Adventure,THQ,0.14,0.01,0.0,0.16
Angry Birds Star Wars,XOne,2013.0,Strategy,Activision,0.11,0.04,0.0,0.16
Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,0.15,0.0,0.0,0.16
Guilty Gear Xrd: Sign,PS4,2014.0,Fighting,Arc System Works,0.1,0.0,0.04,0.16
Arcade Zone,Wii,2009.0,Misc,Activision,0.14,0.0,0.0,0.16
SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,0.14,0.01,0.0,0.16
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.03,0.0,0.12,0.16
DiRT 3,PC,2011.0,Racing,Codemasters,0.0,0.13,0.0,0.16
Culdcept,3DS,2012.0,Misc,Nintendo,0.0,0.0,0.16,0.16
Birds of Steel,X360,2012.0,Simulation,Konami Digital Entertainment,0.11,0.04,0.0,0.16
Rudolph the Red-Nosed Reindeer,DS,2010.0,Action,Crave Entertainment,0.15,0.0,0.0,0.16
WWE '13,Wii,2012.0,Action,THQ,0.12,0.02,0.0,0.16
MX 2002 Featuring Ricky Carmichael,GBA,2001.0,Racing,THQ,0.11,0.04,0.0,0.16
Halo Triple Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.16
Street Racer,PS,1996.0,Racing,Ubisoft,0.09,0.06,0.0,0.16
Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.02,0.03,0.16
NBA 2K3,GC,2002.0,Sports,Sega,0.12,0.03,0.0,0.16
Arcana Heart,PS2,2007.0,Fighting,AQ Interactive,0.06,0.05,0.04,0.16
NHL 2005,XB,2004.0,Sports,Electronic Arts,0.12,0.03,0.0,0.16
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.16
Infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.16
Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.16
The Walking Dead: Season One,XOne,2014.0,Adventure,Telltale Games,0.08,0.06,0.0,0.16
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.16,0.16
Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.16
Block Party,Wii,2008.0,Misc,Activision,0.14,0.0,0.0,0.16
Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.16
The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.16
Darksiders II,PC,2012.0,Action,Nordic Games,0.03,0.1,0.0,0.16
Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.06,0.0,0.16
The Idolm@ster 2,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.16,0.16
Space Camp,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.16
Imagine: Music Fest,DS,2009.0,Simulation,Ubisoft,0.15,0.0,0.0,0.16
AC/DC LIVE: Rock Band Track Pack,PS2,2008.0,Misc,MTV Games,0.08,0.06,0.0,0.16
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011.0,Action,Marvelous Interactive,0.0,0.0,0.16,0.16
Ultimate Spider-Man,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.16
Fist of the North Star: Ken's Rage,X360,2010.0,Action,Ubisoft Annecy,0.07,0.02,0.06,0.16
He-Man: Power of Grayskull,GBA,2002.0,Action,TDK Mediactive,0.11,0.04,0.0,0.16
WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.16
Putty Squad,PS4,2013.0,Platform,System 3,0.06,0.07,0.0,0.16
Polaris SnoCross,PS,2000.0,Racing,Vatical Entertainment,0.09,0.06,0.0,0.16
